Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-dg7x,branch-1j1y,branch-78ow,branch-dh4q,Randomise questionnaire elements?,Question Key,Response
7,1716204781114,20/05/2024 11:33:01,1716204780963,3,20/05/2024 14:33:00,142922,38,questionnaire-2ndw,,37745581,BLIND,11118165,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1920x1080,2133x1021,,,,Demographics_ex1,10,ACpass,accepted,agreed,condagree,No,ethnic-1,ישראלי/ת
8,1716204781114,20/05/2024 11:33:01,1716204780963,3,20/05/2024 14:33:00,142922,38,questionnaire-2ndw,,37745581,BLIND,11118165,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1920x1080,2133x1021,,,,Demographics_ex1,10,ACpass,accepted,agreed,condagree,No,ethnic-4,יהודי/ת
9,1716204781114,20/05/2024 11:33:01,1716204780963,3,20/05/2024 14:33:00,142922,38,questionnaire-2ndw,,37745581,BLIND,11118165,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1920x1080,2133x1021,,,,Demographics_ex1,10,ACpass,accepted,agreed,condagree,No,ethnic-text,
10,1716204781114,20/05/2024 11:33:01,1716204780963,3,20/05/2024 14:33:00,142922,38,questionnaire-2ndw,,37745581,BLIND,11118165,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1920x1080,2133x1021,,,,Demographics_ex1,10,ACpass,accepted,agreed,condagree,No,religiosity,7
11,1716204781114,20/05/2024 11:33:01,1716204780963,3,20/05/2024 14:33:00,142922,38,questionnaire-2ndw,,37745581,BLIND,11118165,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1920x1080,2133x1021,,,,Demographics_ex1,10,ACpass,accepted,agreed,condagree,No,religiosity-quantised,7
12,1716204781114,20/05/2024 11:33:01,1716204780963,3,20/05/2024 14:33:00,142922,38,questionnaire-2ndw,,37745581,BLIND,11118165,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1920x1080,2133x1021,,,,Demographics_ex1,10,ACpass,accepted,agreed,condagree,No,education,חלק מתואר ראשון באוניברסיטה
13,1716204781114,20/05/2024 11:33:01,1716204780964,3,20/05/2024 14:33:00,142922,38,questionnaire-2ndw,,37745581,BLIND,11118165,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1920x1080,2133x1021,,,,Demographics_ex1,10,ACpass,accepted,agreed,condagree,No,education-quantised,5
14,1716204781114,20/05/2024 11:33:01,1716204780964,3,20/05/2024 14:33:00,142922,38,questionnaire-2ndw,,37745581,BLIND,11118165,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1920x1080,2133x1021,,,,Demographics_ex1,10,ACpass,accepted,agreed,condagree,No,language ,כן
15,1716204781114,20/05/2024 11:33:01,1716204780964,3,20/05/2024 14:33:00,142922,38,questionnaire-2ndw,,37745581,BLIND,11118165,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1920x1080,2133x1021,,,,Demographics_ex1,10,ACpass,accepted,agreed,condagree,No,language -quantised,1
16,1716204781114,20/05/2024 11:33:01,1716204780964,3,20/05/2024 14:33:00,142922,38,questionnaire-2ndw,,37745581,BLIND,11118165,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1920x1080,2133x1021,,,,Demographics_ex1,10,ACpass,accepted,agreed,condagree,No,vision,ראייה מתוקנת (משקפיים/עדשות)
17,1716204781114,20/05/2024 11:33:01,1716204780964,3,20/05/2024 14:33:00,142922,38,questionnaire-2ndw,,37745581,BLIND,11118165,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1920x1080,2133x1021,,,,Demographics_ex1,10,ACpass,accepted,agreed,condagree,No,vision-quantised,2
18,1716204781114,20/05/2024 11:33:01,1716204780964,3,20/05/2024 14:33:00,142922,38,questionnaire-2ndw,,37745581,BLIND,11118165,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1920x1080,2133x1021,,,,Demographics_ex1,10,ACpass,accepted,agreed,condagree,No,children,0
19,1716204781114,20/05/2024 11:33:01,1716204780964,3,20/05/2024 14:33:00,142922,38,questionnaire-2ndw,,37745581,BLIND,11118165,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1920x1080,2133x1021,,,,Demographics_ex1,10,ACpass,accepted,agreed,condagree,No,scale_of_SES,7
20,1716204781114,20/05/2024 11:33:01,1716204780964,3,20/05/2024 14:33:00,142922,38,questionnaire-2ndw,,37745581,BLIND,11118165,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1920x1080,2133x1021,,,,Demographics_ex1,10,ACpass,accepted,agreed,condagree,No,scale_of_SES-quantised,4
21,1716204781114,20/05/2024 11:33:01,1716204780964,3,20/05/2024 14:33:00,142922,38,questionnaire-2ndw,,37745581,BLIND,11118165,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1920x1080,2133x1021,,,,Demographics_ex1,10,ACpass,accepted,agreed,condagree,No,response-7,
22,1716204781114,20/05/2024 11:33:01,1716204780964,3,20/05/2024 14:33:00,142922,38,questionnaire-2ndw,,37745581,BLIND,11118165,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1920x1080,2133x1021,,,,Demographics_ex1,10,ACpass,accepted,agreed,condagree,No,END QUESTIONNAIRE,93636
1,1716202794293,20/05/2024 10:59:54,1716202794725,3,20/05/2024 13:59:54,142922,38,questionnaire-2ndw,,37744629,BLIND,11118325,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1536x864,1536x703,,,,Demographics_ex1,10,ACpass,accepted,agreed,condagree,No,BEGIN QUESTIONNAIRE,
2,1716202845368,20/05/2024 11:00:45,1716202845823,3,20/05/2024 14:00:45,142922,38,questionnaire-2ndw,,37744629,BLIND,11118325,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1536x864,1536x703,,,,Demographics_ex1,10,ACpass,accepted,agreed,condagree,No,age,26
3,1716202845469,20/05/2024 11:00:45,1716202845825,3,20/05/2024 14:00:45,142922,38,questionnaire-2ndw,,37744629,BLIND,11118325,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1536x864,1536x703,,,,Demographics_ex1,10,ACpass,accepted,agreed,condagree,No,age-quantised,10
4,1716202845469,20/05/2024 11:00:45,1716202845825,3,20/05/2024 14:00:45,142922,38,questionnaire-2ndw,,37744629,BLIND,11118325,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1536x864,1536x703,,,,Demographics_ex1,10,ACpass,accepted,agreed,condagree,No,gender,אישה
5,1716202845469,20/05/2024 11:00:45,1716202845825,3,20/05/2024 14:00:45,142922,38,questionnaire-2ndw,,37744629,BLIND,11118325,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1536x864,1536x703,,,,Demographics_ex1,10,ACpass,accepted,agreed,condagree,No,gender-quantised,2
6,1716202845469,20/05/2024 11:00:45,1716202845825,3,20/05/2024 14:00:45,142922,38,questionnaire-2ndw,,37744629,BLIND,11118325,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1536x864,1536x703,,,,Demographics_ex1,10,ACpass,accepted,agreed,condagree,No,gender-text,
7,1716202845469,20/05/2024 11:00:45,1716202845826,3,20/05/2024 14:00:45,142922,38,questionnaire-2ndw,,37744629,BLIND,11118325,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1536x864,1536x703,,,,Demographics_ex1,10,ACpass,accepted,agreed,condagree,No,ethnic-1,ישראלי/ת
8,1716202845469,20/05/2024 11:00:45,1716202845826,3,20/05/2024 14:00:45,142922,38,questionnaire-2ndw,,37744629,BLIND,11118325,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1536x864,1536x703,,,,Demographics_ex1,10,ACpass,accepted,agreed,condagree,No,ethnic-4,יהודי/ת
9,1716202845469,20/05/2024 11:00:45,1716202845826,3,20/05/2024 14:00:45,142922,38,questionnaire-2ndw,,37744629,BLIND,11118325,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1536x864,1536x703,,,,Demographics_ex1,10,ACpass,accepted,agreed,condagree,No,ethnic-text,
10,1716202845469,20/05/2024 11:00:45,1716202845826,3,20/05/2024 14:00:45,142922,38,questionnaire-2ndw,,37744629,BLIND,11118325,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1536x864,1536x703,,,,Demographics_ex1,10,ACpass,accepted,agreed,condagree,No,religiosity,1
11,1716202845469,20/05/2024 11:00:45,1716202845826,3,20/05/2024 14:00:45,142922,38,questionnaire-2ndw,,37744629,BLIND,11118325,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1536x864,1536x703,,,,Demographics_ex1,10,ACpass,accepted,agreed,condagree,No,religiosity-quantised,1
12,1716202845469,20/05/2024 11:00:45,1716202845827,3,20/05/2024 14:00:45,142922,38,questionnaire-2ndw,,37744629,BLIND,11118325,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1536x864,1536x703,,,,Demographics_ex1,10,ACpass,accepted,agreed,condagree,No,education,השלמתי תואר ראשון באוניברסיטה
13,1716202845469,20/05/2024 11:00:45,1716202845827,3,20/05/2024 14:00:45,142922,38,questionnaire-2ndw,,37744629,BLIND,11118325,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1536x864,1536x703,,,,Demographics_ex1,10,ACpass,accepted,agreed,condagree,No,education-quantised,6
14,1716202845469,20/05/2024 11:00:45,1716202845827,3,20/05/2024 14:00:45,142922,38,questionnaire-2ndw,,37744629,BLIND,11118325,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1536x864,1536x703,,,,Demographics_ex1,10,ACpass,accepted,agreed,condagree,No,language ,כן
15,1716202845469,20/05/2024 11:00:45,1716202845827,3,20/05/2024 14:00:45,142922,38,questionnaire-2ndw,,37744629,BLIND,11118325,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1536x864,1536x703,,,,Demographics_ex1,10,ACpass,accepted,agreed,condagree,No,language -quantised,1
16,1716202845469,20/05/2024 11:00:45,1716202845827,3,20/05/2024 14:00:45,142922,38,questionnaire-2ndw,,37744629,BLIND,11118325,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1536x864,1536x703,,,,Demographics_ex1,10,ACpass,accepted,agreed,condagree,No,vision,כן
17,1716202845469,20/05/2024 11:00:45,1716202845827,3,20/05/2024 14:00:45,142922,38,questionnaire-2ndw,,37744629,BLIND,11118325,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1536x864,1536x703,,,,Demographics_ex1,10,ACpass,accepted,agreed,condagree,No,vision-quantised,1
18,1716202845469,20/05/2024 11:00:45,1716202845828,3,20/05/2024 14:00:45,142922,38,questionnaire-2ndw,,37744629,BLIND,11118325,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1536x864,1536x703,,,,Demographics_ex1,10,ACpass,accepted,agreed,condagree,No,children,0
19,1716202845469,20/05/2024 11:00:45,1716202845828,3,20/05/2024 14:00:45,142922,38,questionnaire-2ndw,,37744629,BLIND,11118325,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1536x864,1536x703,,,,Demographics_ex1,10,ACpass,accepted,agreed,condagree,No,scale_of_SES,6
20,1716202845469,20/05/2024 11:00:45,1716202845828,3,20/05/2024 14:00:45,142922,38,questionnaire-2ndw,,37744629,BLIND,11118325,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1536x864,1536x703,,,,Demographics_ex1,10,ACpass,accepted,agreed,condagree,No,scale_of_SES-quantised,5
21,1716202845469,20/05/2024 11:00:45,1716202845828,3,20/05/2024 14:00:45,142922,38,questionnaire-2ndw,,37744629,BLIND,11118325,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1536x864,1536x703,,,,Demographics_ex1,10,ACpass,accepted,agreed,condagree,No,response-7,
22,1716202845469,20/05/2024 11:00:45,1716202845828,3,20/05/2024 14:00:45,142922,38,questionnaire-2ndw,,37744629,BLIND,11118325,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1536x864,1536x703,,,,Demographics_ex1,10,ACpass,accepted,agreed,condagree,No,END QUESTIONNAIRE,51103
1,1716203800682,20/05/2024 11:16:40,1716203800400,3,20/05/2024 14:16:40,142922,38,questionnaire-2ndw,,37745209,BLIND,11118354,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1366x641,,,,Demographics_ex1,10,ACpass,accepted,agreed,condagree,No,BEGIN QUESTIONNAIRE,
2,1716203858305,20/05/2024 11:17:38,1716203858069,3,20/05/2024 14:17:38,142922,38,questionnaire-2ndw,,37745209,BLIND,11118354,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1366x641,,,,Demographics_ex1,10,ACpass,accepted,agreed,condagree,No,age,19
3,1716203858434,20/05/2024 11:17:38,1716203858071,3,20/05/2024 14:17:38,142922,38,questionnaire-2ndw,,37745209,BLIND,11118354,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1366x641,,,,Demographics_ex1,10,ACpass,accepted,agreed,condagree,No,age-quantised,3
4,1716203858434,20/05/2024 11:17:38,1716203858071,3,20/05/2024 14:17:38,142922,38,questionnaire-2ndw,,37745209,BLIND,11118354,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1366x641,,,,Demographics_ex1,10,ACpass,accepted,agreed,condagree,No,gender,גבר
5,1716203858434,20/05/2024 11:17:38,1716203858071,3,20/05/2024 14:17:38,142922,38,questionnaire-2ndw,,37745209,BLIND,11118354,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1366x641,,,,Demographics_ex1,10,ACpass,accepted,agreed,condagree,No,gender-quantised,1
6,1716203858434,20/05/2024 11:17:38,1716203858071,3,20/05/2024 14:17:38,142922,38,questionnaire-2ndw,,37745209,BLIND,11118354,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1366x641,,,,Demographics_ex1,10,ACpass,accepted,agreed,condagree,No,gender-text,
7,1716203858434,20/05/2024 11:17:38,1716203858071,3,20/05/2024 14:17:38,142922,38,questionnaire-2ndw,,37745209,BLIND,11118354,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1366x641,,,,Demographics_ex1,10,ACpass,accepted,agreed,condagree,No,ethnic-1,ישראלי/ת
8,1716203858434,20/05/2024 11:17:38,1716203858071,3,20/05/2024 14:17:38,142922,38,questionnaire-2ndw,,37745209,BLIND,11118354,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1366x641,,,,Demographics_ex1,10,ACpass,accepted,agreed,condagree,No,ethnic-text,
9,1716203858434,20/05/2024 11:17:38,1716203858072,3,20/05/2024 14:17:38,142922,38,questionnaire-2ndw,,37745209,BLIND,11118354,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1366x641,,,,Demographics_ex1,10,ACpass,accepted,agreed,condagree,No,religiosity,7
10,1716203858434,20/05/2024 11:17:38,1716203858072,3,20/05/2024 14:17:38,142922,38,questionnaire-2ndw,,37745209,BLIND,11118354,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1366x641,,,,Demographics_ex1,10,ACpass,accepted,agreed,condagree,No,religiosity-quantised,7
11,1716203858434,20/05/2024 11:17:38,1716203858072,3,20/05/2024 14:17:38,142922,38,questionnaire-2ndw,,37745209,BLIND,11118354,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1366x641,,,,Demographics_ex1,10,ACpass,accepted,agreed,condagree,No,education,חלק מבית ספר יסודי
12,1716203858434,20/05/2024 11:17:38,1716203858072,3,20/05/2024 14:17:38,142922,38,questionnaire-2ndw,,37745209,BLIND,11118354,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1366x641,,,,Demographics_ex1,10,ACpass,accepted,agreed,condagree,No,education-quantised,1
13,1716203858434,20/05/2024 11:17:38,1716203858072,3,20/05/2024 14:17:38,142922,38,questionnaire-2ndw,,37745209,BLIND,11118354,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1366x641,,,,Demographics_ex1,10,ACpass,accepted,agreed,condagree,No,language ,כן
14,1716203858434,20/05/2024 11:17:38,1716203858073,3,20/05/2024 14:17:38,142922,38,questionnaire-2ndw,,37745209,BLIND,11118354,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1366x641,,,,Demographics_ex1,10,ACpass,accepted,agreed,condagree,No,language -quantised,1
15,1716203858434,20/05/2024 11:17:38,1716203858073,3,20/05/2024 14:17:38,142922,38,questionnaire-2ndw,,37745209,BLIND,11118354,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1366x641,,,,Demographics_ex1,10,ACpass,accepted,agreed,condagree,No,vision,כן
16,1716203858434,20/05/2024 11:17:38,1716203858073,3,20/05/2024 14:17:38,142922,38,questionnaire-2ndw,,37745209,BLIND,11118354,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1366x641,,,,Demographics_ex1,10,ACpass,accepted,agreed,condagree,No,vision-quantised,1
